TN	Cue	Valid	Reaction Time	Correct
61	R	F	0.2812564999985625	T
62	L	F	0.24177339999732794	T
63	L	T	0.21626529999775812	T
64	L	T	0.2795542000021669	T
65	L	T	0.2806516999989981	T
66	L	T	0.21777799999836134	T
67	R	F	0.3224826000005123	T
68	R	T	0.27778530000068713	T
69	L	T	0.24599940000189235	T
70	L	T	0.2725891999943997	T
71	R	T	0.26032860000123037	T
72	R	T	0.2786398000025656	F
73	L	F	0.3010491999957594	T
74	R	F	0.24268730000039795	T
75	R	T	0.25882999999885214	T
76	L	T	0.2131541000053403	T
77	L	T	0.2916594999987865	T
78	L	T	0.3161755999972229	T
79	R	T	0.27805899999657413	T
80	R	T	0.2892599999977392	T
81	R	T	0.4091082000013557	T
82	R	F	0.24071259999618633	T
83	R	T	0.3947690999993938	T
84	L	T	0.23901089999708347	T
85	L	T	0.2690279999951599	T
86	R	T	0.25415710000379477	T
87	R	F	0.23904310000216356	T
88	R	T	0.24013140000170097	T
89	L	T	0.252154599998903	T
90	L	T	0.27329720000125235	T
91	R	T	0.38909550000244053	T
92	R	F	0.25202659999922616	T
93	L	T	0.3755038000017521	T
94	L	T	0.317245099999127	T
95	L	T	0.3920099999959348	T
96	L	F	0.319547799997963	T
97	L	T	0.290238200002932	T
98	R	T	0.3103814999994938	T
99	L	T	0.2404298999972525	T
100	R	T	0.2850968999991892	T
101	R	T	0.3243127000023378	T
102	R	T	0.40364759999647504	T
103	L	T	0.33666760000051	T
104	R	T	0.301921799997217	T
105	R	T	0.38138679999974556	T
106	R	T	0.30120289999467786	T
107	L	F	0.3594519999969634	T
108	L	F	0.6609683999995468	T
109	L	T	0.24078390000067884	T
110	L	F	0.25168800000392366	T
111	L	T	0.286442899996473	T
112	R	T	0.27511499999673106	T
113	L	T	0.2730593000014778	T
114	R	T	0.29356489999918267	T
115	R	T	0.45585530000244034	T
116	R	T	0.39327960000082385	T
117	L	T	0.2117017000055057	T
118	L	F	0.26290079999307636	T
119	L	T	0.21999140000116313	T
120	L	T	0.32214920000114944	T
121	L	T	0.506980799997109	T
122	L	T	0.29853449999791337	T
123	R	F	0.3455513000008068	T
124	L	T	0.4399178999956348	T
125	L	T	0.7606680000026245	T
126	R	F	0.3484228999950574	T
127	R	F	0.35225209999771323	T
128	R	T	0.2885242999982438	T
129	L	T	0.3027280000023893	T
130	R	F	0.3194167000037851	T
131	L	T	0.36462200000096345	T
132	R	T	0.2341108000036911	T
133	L	T	0.3767982999997912	T
134	L	T	0.2766635000007227	T
135	L	T	0.4895360000009532	T
136	L	T	0.2926584999950137	T
137	L	F	0.2705396000019391	T
138	R	T	0.2765237000057823	T
139	R	T	0.2711954999977024	T
140	L	T	0.22177860000374494	T
141	L	T	0.26772479999635834	T
142	R	T	0.2863249000001815	T
143	R	F	0.24079880000499543	T
144	R	T	0.3066110999934608	T
145	L	T	0.2482153000019025	T
146	L	T	0.4180777000001399	T
147	R	F	0.4051589000009699	T
148	L	T	0.41772479999781353	T
149	L	T	0.23542180000367807	T
150	R	T	0.2985456000023987	T
151	L	T	0.2621235999977216	T
152	R	T	0.25940059999993537	T
153	R	T	0.4199520000038319	T
154	R	T	0.33960140000272077	T
155	L	T	0.24862450000364333	T
156	R	F	0.29632739999942714	T
157	L	F	0.31155520000174874	T
158	R	T	0.45318379999662284	T
159	R	T	0.38554930000100285	T
160	L	T	0.3507809000002453	T
161	L	T	0.422850599999947	T
162	L	T	0.3801837000064552	T
163	L	T	0.5668409999998403	T
164	R	T	0.2331862000064575	T
165	R	F	0.2359502999970573	T
166	L	F	0.28353420000348706	T
167	L	T	0.25840160000370815	T
168	R	F	0.347927199996775	T
169	L	T	0.3823432999997749	T
170	R	T	0.3755449000018416	T
171	R	T	0.3578546999997343	T
172	R	T	0.3514032999955816	T
173	R	T	0.30376760000217473	T
174	R	T	0.3421740000048885	T
175	R	T	0.3796935999998823	T
176	L	T	0.2173795999988215	T
177	L	T	0.2604717000067467	T
178	L	T	0.35388550000061514	T
179	L	F	0.27624729999661213	T
180	R	F	0.24736090000078548	T
181	R	F	0.22575749999668915	T
182	L	T	0.258783700002823	T
183	L	F	0.30517430000327295	T
184	L	T	0.25792119999823626	T
185	R	T	0.270469499999308	T
186	L	T	0.25236040000163484	T
187	L	T	0.3193487000025925	T
188	L	F	0.21640730000217445	T
189	R	T	0.2670194000020274	T
190	R	F	0.28644530000019586	T
191	L	T	0.29260729999805335	T
192	L	T	0.39338889999635285	T
193	R	T	0.24988779999694088	T
194	R	T	0.2983840000015334	T
195	R	T	0.415365799999563	T
196	L	F	0.3695926000000327	T
197	L	T	0.2993633000005502	T
198	L	T	0.36184760000469396	T
199	R	T	0.2745041999951354	T
200	L	F	0.32796309999685036	T
