TN	Cue	Valid	Reaction Time	Correct
1	L	F	0.6578921000036644	T
2	L	T	0.3697872999982792	T
3	L	T	0.3065589000034379	T
4	L	T	0.33303950000117766	T
5	R	T	0.29591599999548635	T
6	L	F	0.3065543999982765	T
7	R	T	0.2716306000002078	T
8	R	T	0.24891630000638543	T
9	L	T	0.27392849999887403	T
10	L	F	0.24232779999874765	T
11	R	T	0.2842127000039909	T
12	R	T	0.24815920000401093	T
13	L	T	0.28558699999848614	T
14	R	T	0.22899039999902016	T
15	L	T	0.2344429000004311	T
16	L	T	0.34034370000154013	T
17	L	F	0.26109790000191424	T
18	R	T	0.26200770000286866	T
19	R	T	0.30004689999623224	T
20	R	T	0.21302709999872604	T
21	R	T	0.2595997999960673	T
22	L	T	0.277083600005426	T
23	R	F	0.2825293999994756	T
24	R	T	0.23189800000545802	T
25	R	T	0.2742134000000078	T
26	L	F	0.2789529000001494	T
27	L	T	0.2692795999973896	T
28	R	T	0.22888599999714643	T
29	L	T	0.020124999995459802	T
30	L	F	0.23571049999736715	T
31	R	T	0.2503151999990223	T
32	L	T	0.23114690000511473	T
33	L	T	0.3375735000008717	T
34	L	T	0.29508809999970254	T
35	R	T	0.24705070000345586	T
36	R	F	0.2937190000011469	T
37	L	T	0.3235886999973445	T
38	R	T	0.2971639999959734	T
39	R	T	0.29197829999611713	T
40	R	T	0.2537884000048507	T
41	R	F	0.24054070000420325	T
42	L	T	0.3581017000033171	T
43	L	T	0.3094570000030217	T
44	R	T	0.25425739999627694	T
45	L	T	0.268309599996428	T
46	L	T	0.33144180000090273	T
47	L	F	0.24231800000416115	T
48	L	T	0.2305398000025889	T
49	R	F	0.3232060000009369	T
50	R	F	0.27553790000092704	T
51	R	T	0.22087569999712287	T
52	R	T	0.31667810000362806	T
53	R	F	0.2625675999952364	T
54	R	T	0.18177470000227913	T
55	R	T	0.3216494000007515	T
56	R	T	0.3118568999998388	T
57	L	T	0.24665789999562548	T
58	R	F	0.2932714999988093	T
59	R	F	0.24952390000544256	T
60	R	T	0.2657565000044997	T
61	L	F	0.24897129999590106	T
62	L	T	0.32103790000110166	T
63	L	T	0.18593319999490632	F
64	L	T	0.3251012999971863	T
65	L	T	0.34528330000466667	T
66	R	T	0.270273800000723	T
67	R	F	0.27184960000158753	T
68	L	T	0.30482430000120075	T
69	R	F	0.30393280000134837	T
70	L	T	0.29553260000102455	T
71	L	T	0.2499208000008366	T
72	L	T	0.32178079999721376	T
73	L	T	0.3037326999983634	T
74	L	T	0.3570054000010714	T
75	R	T	0.38260109999828273	T
76	L	F	0.23489400000107707	T
77	L	T	0.3432909000039217	T
78	L	T	0.3333245999965584	T
79	R	T	0.2741244999997434	T
80	R	F	0.45141660000081174	T
81	L	T	0.31252200000017183	T
82	L	F	0.20309659999475116	T
83	R	T	0.3458950000058394	T
84	L	T	0.28414750000229105	T
85	R	F	0.3522891999964486	T
86	L	T	0.26079800000297837	T
87	L	T	0.32599610000033863	T
88	L	T	0.2178686999977799	T
89	L	F	0.4458898000011686	T
90	L	F	0.2918728000004194	T
91	R	T	0.2560845000043628	T
92	L	T	0.3491982999985339	T
93	R	T	0.290154900001653	T
94	R	F	0.22457479999866337	T
95	R	F	0.38857329999882495	T
96	R	T	0.32336579999537207	T
97	R	F	0.19766330000129528	T
98	L	T	0.3271905000001425	T
99	R	T	0.2850566999986768	T
100	R	F	0.2784103000012692	T
101	R	T	0.268716200000199	T
102	R	T	0.35788160000083735	T
103	R	T	0.25426339999830816	T
104	R	T	0.6532829999996466	T
105	R	F	0.3319188999957987	T
106	R	T	0.23719490000075893	T
107	R	F	0.2803429999985383	T
108	R	T	0.22837049999361625	T
109	L	T	0.38374089999706484	T
110	L	F	0.2561490000007325	T
111	L	T	0.3203785000005155	T
112	R	F	0.3275385000015376	T
113	R	T	0.261234700003115	T
114	L	T	0.2639649999982794	T
115	R	F	0.2751501000020653	T
116	L	T	0.2965170000024955	T
117	R	F	0.26365789999545086	T
118	R	T	0.266324899996107	T
119	L	F	0.322653100003663	T
120	L	F	0.27866350000113016	T
121	L	T	0.3027094999997644	T
122	L	T	0.34497969999938505	T
123	L	F	0.1802451999974437	T
124	R	T	0.24598030000197468	T
125	R	T	0.25338330000522546	T
126	R	T	0.2257141000009142	T
127	L	T	0.28960619999998016	T
128	R	T	0.19850279999809572	T
129	R	T	0.07558149999385932	F
130	R	T	0.25735980000172276	T
131	L	T	0.3691313000017544	T
132	L	T	0.382282500002475	T
133	R	T	0.47121619999961695	T
134	R	T	0.25469169999996666	T
135	R	F	0.5179994000063743	T
136	R	T	0.28923139999824343	T
137	L	T	0.26976509999803966	T
138	R	T	0.22611540000070818	T
139	L	F	0.2657314000025508	T
140	R	T	0.3569108000010601	T
141	L	T	0.2807558999993489	T
142	L	F	0.2581644000019878	T
143	R	F	0.2665608000024804	T
144	L	T	0.3207016000014846	T
145	R	T	0.2511833000025945	T
146	R	F	0.3147185999987414	T
147	R	F	0.3790057000005618	T
148	L	T	0.3188621000008425	F
149	L	F	0.3440048999982537	T
150	R	T	0.3388030999994953	T
151	L	T	0.342313599998306	T
152	R	T	0.23553440000250703	T
153	R	F	0.2616580999965663	T
154	L	T	0.37956110000232	T
155	R	T	0.29045849999965867	T
156	L	T	0.3199423999976716	T
157	R	T	0.28457950000301935	T
158	L	T	0.34296940000058385	T
159	L	T	0.4653065000020433	T
160	L	F	0.2977981000003638	T
161	L	T	0.28126500000507804	T
162	L	T	0.3311505000019679	T
163	R	T	0.26795969999511726	T
164	L	T	0.28032119999988936	T
165	R	T	0.2767377000054694	T
166	L	T	0.27855239999917103	T
167	R	T	0.3572333000047365	T
168	R	T	0.29117600000608945	T
169	L	F	0.27062540000042645	T
170	R	T	0.30582209999556653	T
171	L	T	0.3057836000007228	T
172	R	T	0.24851820000185398	T
173	R	T	0.3685583999977098	T
174	R	T	0.34496519999811426	T
175	R	T	0.2756731000044965	T
176	L	F	0.25261429999955	T
177	L	T	0.3253273000009358	T
178	L	T	0.3488973999992595	T
179	L	T	0.25895519999903627	T
180	L	F	0.31048460000602063	T
181	L	F	0.26672859999962384	T
182	R	T	0.27755769999930635	T
183	L	T	0.2352205999995931	T
184	L	F	0.2556981000016094	T
185	R	T	0.2859764000022551	T
186	L	T	0.36974499999632826	T
187	R	T	0.23776080000243383	T
188	R	F	0.2631254000007175	T
189	L	T	0.2742257999998401	T
190	L	T	0.3322291000004043	T
191	R	T	0.29227369999716757	T
192	R	T	0.2527992999966955	T
193	R	T	0.3278234999961569	T
194	L	T	0.2534278999955859	T
195	L	T	0.33201840000401717	T
196	R	T	0.2807182999968063	T
197	R	T	0.3193275999947218	T
198	R	T	0.2762717000005068	T
199	L	F	0.21001830000022892	F
200	R	T	0.2789632999993046	T
